,0,1,2,3,4,5
6840,I LOVE THIS OMG!!!,Kae!,2023-02-14T14:40:01Z,2023-02-14T14:40:01Z,0,SxHmoifp0oQ
6841,SO GOOD and SO stayc omg they never miss,freemil,2023-02-14T14:40:00Z,2023-02-14T14:40:00Z,0,SxHmoifp0oQ
6842,Aaaaay me encantan!♡,MoonieJin046,2023-02-14T14:39:51Z,2023-02-14T14:39:51Z,0,SxHmoifp0oQ
6843,Ok... But that rap part😭 I love it,Kyujinista4ever,2023-02-14T14:39:47Z,2023-02-14T14:39:47Z,0,SxHmoifp0oQ
6844,slayc nunca decepciona,dearcupids ★,2023-02-14T14:39:42Z,2023-02-14T14:39:42Z,0,SxHmoifp0oQ
6845,sumın,ece,2023-02-14T14:39:33Z,2023-02-14T14:39:33Z,1,SxHmoifp0oQ
6846,"THEY NEVER DISAPPOINT ME, I LOVE THEM!!",mai   🍓,2023-02-14T14:39:29Z,2023-02-14T14:39:29Z,0,SxHmoifp0oQ
6847,Keren banget,Abdul Rahman Sabadar,2023-02-14T14:39:24Z,2023-02-14T14:39:24Z,0,SxHmoifp0oQ
6848,STAYC never disappoints! Banger every time!,Rythrinx,2023-02-14T14:39:11Z,2023-02-14T14:39:11Z,0,SxHmoifp0oQ
6849,omgg so cute I love stayc,Mige Nikang,2023-02-14T14:38:48Z,2023-02-14T14:38:48Z,0,SxHmoifp0oQ
6850,Stayc 😊💗,Mkevin Solifazri,2023-02-14T14:38:22Z,2023-02-14T14:38:22Z,0,SxHmoifp0oQ
6851,神ビジュ 神曲 神コンセプトすぎるぅ…,シナモン,2023-02-14T14:38:10Z,2023-02-14T14:38:10Z,2,SxHmoifp0oQ
6852,"прекрасный клип, чудесная песня и классная анимация))) файтинг!",RitKo,2023-02-14T14:37:41Z,2023-02-14T14:37:41Z,0,SxHmoifp0oQ
6853,let's go 10M in 24 hour~ we can do it~fighting!!!!!!!!,李佩紋,2023-02-14T14:37:41Z,2023-02-14T14:37:41Z,5,SxHmoifp0oQ
6854,❤❤❤❤❤❤❤,Karla Vannesa Olivarez Garcia,2023-02-14T14:37:32Z,2023-02-14T14:37:32Z,0,SxHmoifp0oQ
6855,"it sounds different,,, and i really like the rap part 😭😭💙",Regie Guibao,2023-02-14T14:37:29Z,2023-02-14T14:37:29Z,2,SxHmoifp0oQ
6856,SLAYC IS BACK AT IT AGAIN,mj_for_stayc,2023-02-14T14:36:52Z,2023-02-14T14:36:52Z,3,SxHmoifp0oQ
6857,STAYC GIRLS ITS GOING DOWN,mj_for_stayc,2023-02-14T14:36:42Z,2023-02-14T14:36:42Z,0,SxHmoifp0oQ
6858,ستان ستايسي افضل ناس,A,2023-02-14T14:36:38Z,2023-02-14T14:36:38Z,1,SxHmoifp0oQ
6859,Teddy bear 🐻,John,2023-02-14T14:36:29Z,2023-02-14T14:36:29Z,0,SxHmoifp0oQ
6860,感觉现在mv就是谁砸钱多谁就更胜一筹，韩国早就是流水线式的mv制作了，这种标准式的mv制作已经审美疲劳了，xg的shooting star的mv很明显就有blank pink和new jeans的风格小火了一把，然后这次回归的left right的mv很明显就逊色了不少，所以mv还得要砸钱，什么时候也给stayc来个大制作啊？,Hcs.im免费加速,2023-02-14T14:36:27Z,2023-02-14T14:36:27Z,1,SxHmoifp0oQ
6861,The way I thought this song was not gonna hit…. BUT IT DID,mj_for_stayc,2023-02-14T14:36:26Z,2023-02-14T14:36:26Z,0,SxHmoifp0oQ
6862,"Initially I wasn't feeling this song, but my god the MV, and the song is catchy af. Also, anyone getting old Twice vibes?",MarielCarey,2023-02-14T14:36:10Z,2023-02-14T14:36:10Z,1,SxHmoifp0oQ
6863,Cute,Israel M,2023-02-14T14:36:05Z,2023-02-14T14:36:05Z,0,SxHmoifp0oQ
6864,stayc girls it's going down,Xandy.,2023-02-14T14:35:46Z,2023-02-14T14:35:46Z,0,SxHmoifp0oQ
6865,STRE4M SWITH FIGHTING,salsabila fahim,2023-02-14T14:35:29Z,2023-02-14T14:35:29Z,0,SxHmoifp0oQ
6866,love stayc,Xandy.,2023-02-14T14:35:23Z,2023-02-14T14:35:23Z,0,SxHmoifp0oQ
6867,YALL ATE OMGGG,claire :D,2023-02-14T14:35:20Z,2023-02-14T14:35:20Z,0,SxHmoifp0oQ
6868,Switch let’s stream this until we can’t no more!!,kurokami,2023-02-14T14:35:18Z,2023-02-14T14:35:18Z,0,SxHmoifp0oQ
6869,"How many International Fans Here !?
👇",Tia Kaur,2023-02-14T14:35:16Z,2023-02-14T14:35:16Z,3,SxHmoifp0oQ
6870,POOOKIEESSSSSSSSSSSSS AAAA,sejma ouchene,2023-02-14T14:34:41Z,2023-02-14T14:34:41Z,0,SxHmoifp0oQ
6871,Yuhuu 2M,There 234,2023-02-14T14:34:40Z,2023-02-14T14:34:40Z,0,SxHmoifp0oQ
6872,1:16 literally me when Sieun rapped LOL,Syafiq Rahman,2023-02-14T14:34:36Z,2023-02-14T14:34:36Z,1,SxHmoifp0oQ
6873,Cutee,Fernanda Garcia,2023-02-14T14:34:32Z,2023-02-14T14:34:32Z,0,SxHmoifp0oQ
6874,swiths remember to like this video too.,rosiesmyluv,2023-02-14T14:34:22Z,2023-02-14T14:34:22Z,0,SxHmoifp0oQ
6875,swiths can we get to 10 million in 24 hours?,rosiesmyluv,2023-02-14T14:34:09Z,2023-02-14T14:34:09Z,2,SxHmoifp0oQ
6876,노래가 신나고 너무 좋다!,놀란아이즈,2023-02-14T14:34:00Z,2023-02-14T14:34:00Z,2,SxHmoifp0oQ
6877,So amazing,Andre,2023-02-14T14:33:56Z,2023-02-14T14:33:56Z,0,SxHmoifp0oQ
6878,Slay,taextan,2023-02-14T14:33:42Z,2023-02-14T14:33:42Z,1,SxHmoifp0oQ
6879,is that twilight sparkle,hychu,2023-02-14T14:33:37Z,2023-02-14T14:33:37Z,0,SxHmoifp0oQ
6880,soooo goooddd,Marcia Marques,2023-02-14T14:33:35Z,2023-02-14T14:33:35Z,0,SxHmoifp0oQ
6881,Love this mv ❤️,H A P P Y O P P A,2023-02-14T14:33:31Z,2023-02-14T14:33:31Z,1,SxHmoifp0oQ
6882,I love STAYC! 🥰,TC Candler,2023-02-14T14:33:05Z,2023-02-14T14:33:05Z,2,SxHmoifp0oQ
6883,Comfort song from STAYC,Imingood,2023-02-14T14:32:51Z,2023-02-14T14:32:51Z,0,SxHmoifp0oQ
6884,THIS EATS!!!!,agnes,2023-02-14T14:32:45Z,2023-02-14T14:32:45Z,0,SxHmoifp0oQ
6885,이번에 뮤비 진짜 잘 뽑았당 1:52 이부분 귀여워...,아아놈,2023-02-14T14:32:43Z,2023-02-14T14:32:43Z,0,SxHmoifp0oQ
6886,SLAYC GIRLS. SLAAAYY,Juan Valdez,2023-02-14T14:32:42Z,2023-02-14T14:32:42Z,1,SxHmoifp0oQ
6887,TEDDY BEARRR,narcissist  ━╋,2023-02-14T14:32:41Z,2023-02-14T14:32:49Z,0,SxHmoifp0oQ
6888,I did NOT expect a Sieun rap. I hope Sieun and J can be a rap duo in upcoming comebacks!,Radim Gabaj シ,2023-02-14T14:32:32Z,2023-02-14T14:32:32Z,4,SxHmoifp0oQ
6889,Las amo,Cherry,2023-02-14T14:32:21Z,2023-02-14T14:32:21Z,0,SxHmoifp0oQ
6890,the song stops at 3:09 and seeun only sings one line?,hi,2023-02-14T14:31:59Z,2023-02-14T14:31:59Z,0,SxHmoifp0oQ
6891,"обожаю малышек стэйси! мои любимки. я так рада, что у них камбэк!",Darika DC,2023-02-14T14:31:58Z,2023-02-14T14:31:58Z,0,SxHmoifp0oQ
6892,I LOVE ITTTT THEY ATEEEE,jaysfavstan,2023-02-14T14:31:29Z,2023-02-14T14:31:29Z,0,SxHmoifp0oQ
6893,StayC NEVER disappoint!,Yazad Dastur,2023-02-14T14:31:24Z,2023-02-14T14:31:24Z,0,SxHmoifp0oQ
6894,teddy bear omggg,m,2023-02-14T14:31:17Z,2023-02-14T14:31:17Z,0,SxHmoifp0oQ
6895,Pero que lindas! Amé la canción 😍,Marcia Chicas,2023-02-14T14:31:17Z,2023-02-14T14:31:17Z,0,SxHmoifp0oQ
6896,"Meu Deus q música perfeita, acho q vou entrar no fandom",Alicia It Girl,2023-02-14T14:31:16Z,2023-02-14T14:31:16Z,5,SxHmoifp0oQ
6897,노래너무좋아요 ㅜㅜ,nachosthecheese,2023-02-14T14:31:12Z,2023-02-14T14:31:12Z,1,SxHmoifp0oQ
6898,why does it seems like a nursery poem 😭😭,CHOI ODI THE REAL K -STAR 🌟😏,2023-02-14T14:30:59Z,2023-02-14T14:30:59Z,0,SxHmoifp0oQ
6899,"0:39 Did someone just said ""DAMN!"" or my ears are just messing with me?",saint-étienne,2023-02-14T14:30:47Z,2023-02-14T14:30:47Z,0,SxHmoifp0oQ
6900,Top tier chorus,Heinrich Eagle,2023-02-14T14:30:46Z,2023-02-14T14:30:46Z,0,SxHmoifp0oQ
6901,Love 😘,Punch Bae,2023-02-14T14:30:46Z,2023-02-14T14:30:46Z,0,SxHmoifp0oQ
6902,Now give the girls a full album!!,Skyscraper should be the tt ☺️,2023-02-14T14:30:26Z,2023-02-14T14:30:26Z,1,SxHmoifp0oQ
6903,МИЛАШКИНСЫ,mint_wind,2023-02-14T14:30:15Z,2023-02-14T14:30:15Z,0,SxHmoifp0oQ
6904,The mv is so difficult! Kind of jarring! I like it but I’ll have to listen more :3,jiadoodles,2023-02-14T14:30:13Z,2023-02-14T14:30:13Z,0,SxHmoifp0oQ
6905,0:46 whoever singing this part got a beautiful voice! <3,Tiya Shah,2023-02-14T14:30:00Z,2023-02-14T14:30:00Z,3,SxHmoifp0oQ
6906,I LOVE YOU,el,2023-02-14T14:29:56Z,2023-02-14T14:29:56Z,0,SxHmoifp0oQ
6907,10M!!,Nhu Bui,2023-02-14T14:29:52Z,2023-02-14T14:29:52Z,0,SxHmoifp0oQ
6908,Seems more directed towards a younger crowd. Not my cup of tea. I understand they're young themselves too. So it's good to see them reach out to a younger crowd.,Texas baby ktea,2023-02-14T14:29:44Z,2023-02-14T14:29:44Z,1,SxHmoifp0oQ
6909,Vamos démosles 10 millones en 24 horas. SE LO MERECEN NUESTRAS NIÑAS!!!!,Ricardo,2023-02-14T14:29:39Z,2023-02-14T14:29:39Z,429,SxHmoifp0oQ
6910,TEDDY BEARRR,to my pinks,2023-02-14T14:29:15Z,2023-02-14T14:29:15Z,0,SxHmoifp0oQ
6911,SOTY,Hidde,2023-02-14T14:29:14Z,2023-02-14T14:29:14Z,1,SxHmoifp0oQ
6912,Lmao this song is straight ASS,Rei,2023-02-14T14:29:00Z,2023-02-14T14:29:00Z,2,SxHmoifp0oQ
6913,it's very sweet,аксиома,2023-02-14T14:28:57Z,2023-02-14T14:28:57Z,0,SxHmoifp0oQ
6914,"SLAYC is back! ""Teddy Bear"" is a bop!",Kat M,2023-02-14T14:28:46Z,2023-02-14T14:28:46Z,1,SxHmoifp0oQ
6915,LA SOTYYYY,Génesis,2023-02-14T14:28:45Z,2023-02-14T14:28:45Z,0,SxHmoifp0oQ
6916,Queen 👑,Punch Bae,2023-02-14T14:27:39Z,2023-02-14T14:27:39Z,0,SxHmoifp0oQ
6917,This mv fits the song’s vibe so well,ʙʀᴇᴀᴅ ᴠᴇʟᴠᴇᴛ,2023-02-14T14:27:24Z,2023-02-14T14:27:24Z,4,SxHmoifp0oQ
6918,this makes me so happy im gonna cry i love them so much,gilgalad,2023-02-14T14:27:01Z,2023-02-14T14:27:01Z,0,SxHmoifp0oQ
6919,Stayccc,Punch Bae,2023-02-14T14:26:59Z,2023-02-14T14:26:59Z,0,SxHmoifp0oQ
6920,يوكشي ستايسي عمرهم ما خيبو ظني فيهم كل شي يسونه مثالي✨,Candy Pinkr,2023-02-14T14:26:58Z,2023-02-14T14:26:58Z,0,SxHmoifp0oQ
6921,slayc never disappoint 👑,Federica Escobar,2023-02-14T14:26:55Z,2023-02-14T14:26:55Z,0,SxHmoifp0oQ
6922,They rocked once more! NEVER DISAPPOINTED,★ hey yoshino - 지미 𖠌,2023-02-14T14:26:41Z,2023-02-14T14:26:41Z,0,SxHmoifp0oQ
6923,it is literally impossible for stayc to put out a bad song,somberhoney books,2023-02-14T14:26:38Z,2023-02-14T14:26:38Z,0,SxHmoifp0oQ
6924,"Esto en san Valentín queda perfectoo, STAYC NO ESTA DECEPCIONANDO!!, waoo ese rap de Sieun me dejo impactada, es increíble. 
STAYC GIRLS IS COMMING DOWN!!",xPrissweetiex _76,2023-02-14T14:26:36Z,2023-02-14T14:26:36Z,12,SxHmoifp0oQ
6925,노래가 귀가아픈 부분이 좀 있는듯,ᅳᆞ,2023-02-14T14:26:33Z,2023-02-14T14:26:33Z,0,SxHmoifp0oQ
6926,SLAYC IS FINALLY BACK IM SO HAPPY,to my pinks,2023-02-14T14:26:25Z,2023-02-14T14:27:44Z,0,SxHmoifp0oQ
6927,Amazing how Stayc doesn't have a bad song...,★ hey yoshino - 지미 𖠌,2023-02-14T14:26:22Z,2023-02-14T14:26:22Z,0,SxHmoifp0oQ
6928,💓💓💓,Fammy,2023-02-14T14:26:20Z,2023-02-14T14:26:20Z,0,SxHmoifp0oQ
6929,Welp until next comeback 😭😭 I don't like this song so much,LA SAILOR,2023-02-14T14:26:19Z,2023-02-14T14:26:19Z,0,SxHmoifp0oQ
6930,STAYC never dissapoints! <3,Lotta Kähönen,2023-02-14T14:26:15Z,2023-02-14T14:26:15Z,5,SxHmoifp0oQ
6931,Ai sẽ ủng hộ STAYC mãi mãi?,Khương LQ,2023-02-14T14:26:14Z,2023-02-14T14:26:14Z,0,SxHmoifp0oQ
6932,الاغنيه مره تجننن ومنعشه بشكل🤸🏻,Candy Pinkr,2023-02-14T14:26:13Z,2023-02-14T14:26:13Z,0,SxHmoifp0oQ
6933,Ate and left no crumbs,Camden Thaconca,2023-02-14T14:26:03Z,2023-02-14T14:26:03Z,1,SxHmoifp0oQ
6934,Dime que esto no es la canción principal??,Allison san,2023-02-14T14:25:57Z,2023-02-14T14:25:57Z,0,SxHmoifp0oQ
6935,BUJA,oki,2023-02-14T14:25:50Z,2023-02-14T14:25:50Z,0,SxHmoifp0oQ
6936,My girls never disappoint 💗,Milagros Vera,2023-02-14T14:25:08Z,2023-02-14T14:25:08Z,0,SxHmoifp0oQ
6937,Cómo siempre stay C no decepciona con su música.♥️,Marck Cruz,2023-02-14T14:25:01Z,2023-02-14T14:25:01Z,8,SxHmoifp0oQ
6938,1:12 SIEUN??????????? OMG,★ hey yoshino - 지미 𖠌,2023-02-14T14:24:54Z,2023-02-14T14:24:54Z,0,SxHmoifp0oQ
6939,대박나자,주디_JuDY,2023-02-14T14:24:53Z,2023-02-14T14:24:53Z,0,SxHmoifp0oQ
6940,Eita como arrasa as stayc,Anita Vitória,2023-02-14T14:24:38Z,2023-02-14T14:24:38Z,0,SxHmoifp0oQ
6941,Frase legendaria de este cb: popopo-popiout :V,Estuardo E. Méndez,2023-02-14T14:24:37Z,2023-02-14T14:24:37Z,0,SxHmoifp0oQ
6942,❤️,Sam Lynn,2023-02-14T14:24:34Z,2023-02-14T14:24:34Z,0,SxHmoifp0oQ
6943,TEDDY BEAR UUUUUU,Anita Vitória,2023-02-14T14:24:24Z,2023-02-14T14:24:24Z,0,SxHmoifp0oQ
6944,I am not a fan but i wish them good luck in music shows and i will 5t34m too,Bethany,2023-02-14T14:24:19Z,2023-02-14T14:24:19Z,0,SxHmoifp0oQ
6945,LENDAAAAS,wiii,2023-02-14T14:24:12Z,2023-02-14T14:24:12Z,0,SxHmoifp0oQ
6946,Popopo-popiout :v,Estuardo E. Méndez,2023-02-14T14:24:08Z,2023-02-14T14:24:08Z,1,SxHmoifp0oQ
6947,SOUNDS LIKE A FLOP I FEAR 😭😭😭😭😭😭,Cepriano lao,2023-02-14T14:23:59Z,2023-02-14T14:23:59Z,1,SxHmoifp0oQ
6948,lendas,Lara bianca Da silva alves,2023-02-14T14:23:46Z,2023-02-14T14:23:46Z,0,SxHmoifp0oQ
6949,😍😍😍,chuuuuu_,2023-02-14T14:23:42Z,2023-02-14T14:23:42Z,0,SxHmoifp0oQ
6950,hablou,Lara bianca Da silva alves,2023-02-14T14:23:39Z,2023-02-14T14:23:39Z,0,SxHmoifp0oQ
6951,So cute!!,Czeko Laska,2023-02-14T14:23:39Z,2023-02-14T14:23:39Z,0,SxHmoifp0oQ
6952,Sieun,Estuardo E. Méndez,2023-02-14T14:23:15Z,2023-02-14T14:23:15Z,0,SxHmoifp0oQ
6953,Bonitas,Estuardo E. Méndez,2023-02-14T14:23:11Z,2023-02-14T14:23:11Z,0,SxHmoifp0oQ
6954,노래너무잘어울리고 귀엽다:),NANAᜊ,2023-02-14T14:23:07Z,2023-02-14T14:23:07Z,0,SxHmoifp0oQ
6955,Give Seeun more lines!,Pearl,2023-02-14T14:22:57Z,2023-02-14T14:22:57Z,0,SxHmoifp0oQ
6956,"정말 낭만적이고 매우 선율적인 노래 나는 그의 목소리의 터치가 디스코 파티 반짝이 터치를 연상시키기 때문에 J의 목소리를 좋아했습니다. 비디오가 마음에 들었습니다. 당신의 큰 재미에서 큰 키스.
jeongmal nangmanjeog-igo maeu seon-yuljeog-in nolae naneun geuui mogsoliui teochiga diseuko pati banjjag-i teochileul yeonsangsikigi ttaemun-e Jui mogsolileul joh-ahaessseubnida. bidioga ma-eum-e deul-eossseubnida. dangsin-ui keun jaemieseo keun kiseu.",Juna Diodati,2023-02-14T14:22:52Z,2023-02-14T14:22:52Z,0,SxHmoifp0oQ
6957,Sieun rap yg mengguncang dunia,There 234,2023-02-14T14:22:46Z,2023-02-14T14:22:46Z,0,SxHmoifp0oQ
6958,GWOW,adela,2023-02-14T14:22:38Z,2023-02-14T14:22:38Z,0,SxHmoifp0oQ
6959,"Brazil loves you, StayC Girls is Going Down! 🌎🇧🇷😍",あ   ‣   fifty. 🐠 ★,2023-02-14T14:22:37Z,2023-02-14T14:22:37Z,2,SxHmoifp0oQ
6960,"HOW MANY INTERNATIONAL FANS SUPPORTING STAYC?🌏
👇",♡︎𝑠𝑡𝑟𝑎𝑤𝑏𝑒𝑟𝑟𝑦.𝑚𝑜𝑐ℎ𝑖♡︎,2023-02-14T14:22:37Z,2023-02-14T14:22:37Z,5,SxHmoifp0oQ
6961,"Ayyy! Que lindas son las canciones de stayc, todas me gustan <3",mounu,2023-02-14T14:22:36Z,2023-02-14T14:22:36Z,10,SxHmoifp0oQ
6962,STAYC bringing back the cute and fresh concept and slaying,trash bag,2023-02-14T14:22:10Z,2023-02-14T14:22:10Z,8,SxHmoifp0oQ
6963,Hay que subir,Estuardo E. Méndez,2023-02-14T14:21:59Z,2023-02-14T14:21:59Z,0,SxHmoifp0oQ
6964,스테이씨가 스테이씨 했다🥺사랑합니다😽😽😽😽😽😽,스윗,2023-02-14T14:21:54Z,2023-02-14T14:21:54Z,1,SxHmoifp0oQ
6965,Más ayuda,Estuardo E. Méndez,2023-02-14T14:21:53Z,2023-02-14T14:21:53Z,0,SxHmoifp0oQ
6966,Ayudemos,Estuardo E. Méndez,2023-02-14T14:21:49Z,2023-02-14T14:21:49Z,0,SxHmoifp0oQ
6967,I have a feeling this song is going to be a smash hit!,あ   ‣   fifty. 🐠 ★,2023-02-14T14:21:41Z,2023-02-14T14:21:41Z,6,SxHmoifp0oQ
6968,cantik bgt MV nya enak bgt lagunya😭🥰❤️,robby salam,2023-02-14T14:21:34Z,2023-02-14T14:21:34Z,2,SxHmoifp0oQ
6969,짱스테이❤,슬기장,2023-02-14T14:21:26Z,2023-02-14T14:21:26Z,0,SxHmoifp0oQ
6970,2:28 kkkkkkkkkk te amo stacy,gaby,2023-02-14T14:20:57Z,2023-02-14T14:20:57Z,0,SxHmoifp0oQ
6971,Happy Valentine's Day indeed <3,JUNY,2023-02-14T14:20:51Z,2023-02-14T14:20:51Z,2,SxHmoifp0oQ
6972,귀엽댱ㅋㅋㅋ,예슐리,2023-02-14T14:20:11Z,2023-02-14T14:20:11Z,1,SxHmoifp0oQ
6973,Ahhhhhhhhhh me encantó!!!!,Coreanita,2023-02-14T14:20:11Z,2023-02-14T14:20:11Z,2,SxHmoifp0oQ
6974,The buff bear bread tho 😂❤🐻,Faye Phlox,2023-02-14T14:20:01Z,2023-02-14T14:20:01Z,2,SxHmoifp0oQ
6975,МОИИИ💋💋,нацуко,2023-02-14T14:19:57Z,2023-02-14T14:19:57Z,3,SxHmoifp0oQ
6976,STAYC killing it as per usual !!!!,Cckey,2023-02-14T14:19:44Z,2023-02-14T14:19:44Z,2,SxHmoifp0oQ
6977,This comeback deserves multiple wins 😍,Kito Lino,2023-02-14T14:19:42Z,2023-02-14T14:19:42Z,132,SxHmoifp0oQ
6978,"SIEUN RAP??? HELLOO??

FIRE OFCOURSE!!! LETS GO STAYC GIRLLSSS🥰🥰🤩🥰🤩🥰🤩🥰🤩🤩",cassi,2023-02-14T14:19:37Z,2023-02-14T14:19:37Z,1,SxHmoifp0oQ
6979,"LAS AMO STAYC 
SIEMPRE REINANDO",Gatiboy once :3,2023-02-14T14:19:11Z,2023-02-14T14:19:11Z,7,SxHmoifp0oQ
6980,"INSTRUMENTAL: 100%
VOCES: 100%
RAPS: 100%
CANCIÓN: 100%
COREOGRAFIA: 100%
MV: 100%
ESTILO:100%
VESTIMENTA: 100%
VISUALES: 100%
STAYC: 1000%.
WOW CHICAS HICIERON UN BUEN TRABAJO.
HAGAMOS STREAM.
Y QUERIA DESEARLES 
UN


"" FELIZ DIA DE LOS ENAMORADOS""😊❤",Soy kitty shin Hwang,2023-02-14T14:19:09Z,2023-02-14T14:19:09Z,224,SxHmoifp0oQ
6981,RAPPER SIEUN??,One&Only,2023-02-14T14:18:57Z,2023-02-14T14:18:57Z,1,SxHmoifp0oQ
6982,"OMG I LOVE IT, STAYC NEVER MISTAKE💗💞",Heloisa Vasconcelos,2023-02-14T14:18:42Z,2023-02-14T14:18:42Z,6,SxHmoifp0oQ
6983,Waiting for English Subtitles,Alan,2023-02-14T14:18:28Z,2023-02-14T14:18:28Z,2,SxHmoifp0oQ
6984,SIEUN'S RAP WOW?!?!!,eleven,2023-02-14T14:18:27Z,2023-02-14T14:19:02Z,3,SxHmoifp0oQ
6985,this song kinda remind me of 2018 kpop,ranah mimpi,2023-02-14T14:18:07Z,2023-02-14T14:18:07Z,2,SxHmoifp0oQ
6986,숙대입시 다운 노래다 ㅠ  이런 노래에 찰떡~~~,은꾸챈밍안녕낰율채강톰옌,2023-02-14T14:17:39Z,2023-02-14T14:17:39Z,1,SxHmoifp0oQ
6987,"This comeback give me Gen 2 Vibes
The rap part reminds me with 2NE1,  J !!!!😭🥰",Chiel Ree,2023-02-14T14:17:33Z,2023-02-14T14:41:06Z,3,SxHmoifp0oQ
6988,Uuuuuu neomuuu kyeoptaaaa,tikasjss ID,2023-02-14T14:17:26Z,2023-02-14T14:17:26Z,1,SxHmoifp0oQ
6989,i love you stayc 🎉❤,Nourith,2023-02-14T14:17:24Z,2023-02-14T14:17:24Z,3,SxHmoifp0oQ
6990,BROOO THE RAP UNEXPECTED BUT SLAYEEEDD TO HARD,Sarah Kitson,2023-02-14T14:17:19Z,2023-02-14T14:17:19Z,8,SxHmoifp0oQ
6991,CUTIEEEES,katalina,2023-02-14T14:17:10Z,2023-02-14T14:17:10Z,1,SxHmoifp0oQ
6992,Ini jatohnya single utama apa gmn gaes,tikasjss ID,2023-02-14T14:17:03Z,2023-02-14T14:17:03Z,1,SxHmoifp0oQ
6993,배수민 짱귀 짱이뻐,으리,2023-02-14T14:16:47Z,2023-02-14T14:16:47Z,1,SxHmoifp0oQ
6994,"Love them so much, sieun ❤",Grayangle,2023-02-14T14:16:44Z,2023-02-14T14:16:44Z,2,SxHmoifp0oQ
6995,썸네일 곰돌이 모자 쓴 장면으로 바꿔요ㅜㅜ 그러면 조회수 더 늘 것 같은데,아기고냥이,2023-02-14T14:16:20Z,2023-02-14T14:16:20Z,1,SxHmoifp0oQ
6996,Incrível como as lendas só lançam músicas boas,Bel.,2023-02-14T14:16:20Z,2023-02-14T14:16:20Z,0,SxHmoifp0oQ
6997,"Omg I really love it! I wasn't expecting teddy bear was this perfect, but it really exceeded  my expectations",Weasley Luci,2023-02-14T14:16:10Z,2023-02-14T14:16:10Z,1,SxHmoifp0oQ
6998,Again? no seeun lines?,najla AlQahtani,2023-02-14T14:15:59Z,2023-02-14T14:15:59Z,1,SxHmoifp0oQ
6999,This song is so cuteeeeeeee. I found myself dancing along to the chorus 😆 the dance is so fun!,pd93,2023-02-14T14:15:49Z,2023-02-14T14:15:49Z,1,SxHmoifp0oQ
7000,and yall had the nerve to think that my girls wouldn't slay.,Faerie Dust,2023-02-14T14:15:40Z,2023-02-14T14:17:05Z,1,SxHmoifp0oQ
7001,"está muy lindo todo, el detalle del poster del debut de stayc <3",Mariana,2023-02-14T14:15:36Z,2023-02-14T14:15:36Z,1,SxHmoifp0oQ
7002,OMG STAYC you are so gooooood,broke swith,2023-02-14T14:15:18Z,2023-02-14T14:15:18Z,0,SxHmoifp0oQ
7003,シウンとジェイのコラボだ！,太翔,2023-02-14T14:15:13Z,2023-02-14T14:15:13Z,1,SxHmoifp0oQ
7004,I love this sm! Its already stuck in my head lol. Teddy bear is now my favorite animal 🧸,J hope,2023-02-14T14:15:05Z,2023-02-14T14:15:05Z,1,SxHmoifp0oQ
7005,Queens ❤️❤️❤️❤️❤️,golden hualian,2023-02-14T14:14:48Z,2023-02-14T14:14:48Z,0,SxHmoifp0oQ
7006,MDSSSSSS ISSO TA PERFEITO,clari,2023-02-14T14:14:46Z,2023-02-14T14:14:46Z,1,SxHmoifp0oQ
7007,MDS QUE PERFEITOOOOOO 😍😍😍😍😍,Wandaros Costa,2023-02-14T14:14:46Z,2023-02-14T14:14:46Z,0,SxHmoifp0oQ
7008,"Não deu bom gente, sinto muito mas poppy é melhor, um erro ter lançado no Japão, seria um hit na Coreia",João Vitor Andrade,2023-02-14T14:14:45Z,2023-02-14T14:14:45Z,0,SxHmoifp0oQ
7009,This song has 2012-2013 vibes,Ayu Pdewi,2023-02-14T14:14:43Z,2023-02-14T14:14:43Z,3,SxHmoifp0oQ
7010,"I am in love with sieun's rap!!! AN amazing comeback, keep it up girls!",mingming,2023-02-14T14:14:37Z,2023-02-14T14:14:37Z,0,SxHmoifp0oQ
7011,WE LOVE YOU STAYC,lexi richardson,2023-02-14T14:14:34Z,2023-02-14T14:14:34Z,0,SxHmoifp0oQ
7012,que música gostosinha ❤️❤️❤️ stayc sempre entregando tudo de bom!!!,golden hualian,2023-02-14T14:14:30Z,2023-02-14T14:14:30Z,0,SxHmoifp0oQ
7013,What?,Sergio Andres Balbin Lopez,2023-02-14T14:14:29Z,2023-02-14T14:14:29Z,0,SxHmoifp0oQ
7014,gives 2010 pop hits and im in love i miss this sorta energy in mvs,Rach Coleman,2023-02-14T14:14:25Z,2023-02-14T14:14:25Z,2,SxHmoifp0oQ
7015,"When you hear ""STAYC girls, it's going down,"" you know it's going to be a good song. 
Everything about Teddy Bear is sooo cute!! I'm ready to stream this nonstop!",SquirtleLuna,2023-02-14T14:14:24Z,2023-02-14T14:14:24Z,4,SxHmoifp0oQ
7016,Me encantó! No me la puedo quitar de la cabeza 🤩,Lorenzo Antonio Díaz Barrera,2023-02-14T14:14:20Z,2023-02-14T14:14:20Z,0,SxHmoifp0oQ
7017,A CUTE AND FUN SONG!! STAYC NEVER DISAPPOINTS 💗💗💗💗🧸,run2soob,2023-02-14T14:14:19Z,2023-02-14T14:14:19Z,4,SxHmoifp0oQ
7018,STAYC WE FAWKIN LOVE YOUYYYYY 😭🫶,sarah,2023-02-14T14:14:18Z,2023-02-14T14:14:18Z,0,SxHmoifp0oQ
