0,1,2,3,4,5
💜💕💜💕💜,Ps.,2023-02-20T19:00:47Z,2023-02-20T19:00:47Z,0,0cWKAJFnBVA
subtitles please 🥺,Tanjila Munshi,2023-02-20T19:00:21Z,2023-02-20T19:00:21Z,1,0cWKAJFnBVA
Eng sub please,theng Andaya,2023-02-20T19:00:18Z,2023-02-20T19:00:18Z,0,0cWKAJFnBVA
I miss our grandma 👵🏻,Syafiqah H,2023-02-20T18:59:59Z,2023-02-20T18:59:59Z,0,0cWKAJFnBVA
My tae tae,Shabeeba Shaifudheen,2023-02-20T18:59:27Z,2023-02-20T18:59:27Z,0,0cWKAJFnBVA
"english subtitles are needed , for all foreign fans. but still i love the warm and kind atmosphere, lovely bond , Taehyungie - sweet and cute angel as always, nuna looks so gentle as spring flower, Seojoon and Wooshik are great as always, so happy that Taehyungie has such good people in his life . Wish huge success to show  💜",Unica Mikkelsen,2023-02-20T18:58:39Z,2023-02-20T18:58:39Z,1,0cWKAJFnBVA
pls add the eng sub 🙏😭,Laure Lejeune,2023-02-20T18:58:32Z,2023-02-20T18:58:32Z,0,0cWKAJFnBVA
I hope there's an English sub...,Arniza Asan,2023-02-20T18:58:29Z,2023-02-20T18:58:29Z,0,0cWKAJFnBVA
Subtítulos en ingles porfavor/ english subtitles,Magic Shop Library,2023-02-20T18:58:01Z,2023-02-20T18:58:01Z,0,0cWKAJFnBVA
can we please have translations? 😢💜,nurse_cessy,2023-02-20T18:56:28Z,2023-02-20T18:56:28Z,0,0cWKAJFnBVA
Tae é o cara,gomes,2023-02-20T18:56:07Z,2023-02-20T18:56:07Z,0,0cWKAJFnBVA
김태형 사랑해 ❤️❤️❤️,에샤 🖤,2023-02-20T18:55:30Z,2023-02-20T18:55:30Z,2,0cWKAJFnBVA
Tae 👏👏,magdae,2023-02-20T18:55:23Z,2023-02-20T18:55:23Z,0,0cWKAJFnBVA
Please add english subtitles🥺💜,Shravani Kadam ❤️,2023-02-20T18:55:16Z,2023-02-20T18:55:16Z,0,0cWKAJFnBVA
"Pese a que no se entiende, las sonrisas en el rostro de Tae trasmite que la pasa bien 💜💜",Jhoselin,2023-02-20T18:55:05Z,2023-02-20T18:55:05Z,11,0cWKAJFnBVA
Can i get the English subtitles please 🙏🏻🥺,Heli's world,2023-02-20T18:54:54Z,2023-02-20T18:54:54Z,1,0cWKAJFnBVA
"Please add English subtitle ASAP. Without understanding the language, it's difficult to watch this show. I love the atmosphere of this show. Good luck.

NB: thanks for the subtitle.",Maria Kibtia,2023-02-20T18:54:26Z,2023-02-21T16:19:36Z,1,0cWKAJFnBVA
Tayheung is very beautiful😭😭,الجوكر,2023-02-20T18:54:12Z,2023-02-20T18:54:12Z,1,0cWKAJFnBVA
Mis subtítulos 😭💜,alysson angulo,2023-02-20T18:53:46Z,2023-02-20T18:53:46Z,0,0cWKAJFnBVA
All the best to all of you 💜💜💜,Shravani Kadam ❤️,2023-02-20T18:53:42Z,2023-02-20T18:53:42Z,1,0cWKAJFnBVA
ترجمه مافيه؟!,سعيد محمد مسلم العمري,2023-02-20T18:52:10Z,2023-02-20T18:52:10Z,0,0cWKAJFnBVA
Taehyungah~ so adorable! Will come back to rewatch once it has eng sub:),Tae Kim,2023-02-20T18:51:04Z,2023-02-20T18:51:04Z,2,0cWKAJFnBVA
Eng sub plizzzzzzz,Grace Tinei,2023-02-20T18:50:50Z,2023-02-20T18:50:50Z,0,0cWKAJFnBVA
Amei a química entre o elenco de Jinny's kitchen 💜,Thaila Ariana,2023-02-20T18:50:34Z,2023-02-20T18:50:34Z,36,0cWKAJFnBVA
"No entiendo nada, pero todo sea por apoyar a Tae y verlo 🥰💜💜💜",Valeria Torres,2023-02-20T18:50:34Z,2023-02-20T18:50:34Z,43,0cWKAJFnBVA
Js waiting for english subtitles 😭,sadia amin,2023-02-20T18:50:33Z,2023-02-20T18:50:33Z,0,0cWKAJFnBVA
Taehyung very very beautiful 💜💜💜💜🥺🥺,Tae 💖🥀,2023-02-20T18:50:07Z,2023-02-20T18:50:07Z,0,0cWKAJFnBVA
Subtitles pls,Ambidextrous Tae,2023-02-20T18:50:03Z,2023-02-20T18:50:03Z,0,0cWKAJFnBVA
"Assistindo mesmo sem entender nada por falta de tradução, mas rindo junto com eles porque parece ser tão divertido.",Mayara Sousa,2023-02-20T18:50:01Z,2023-02-20T18:50:01Z,22,0cWKAJFnBVA
They’re so cute plsss,Garcia엘르,2023-02-20T18:49:49Z,2023-02-20T18:49:49Z,0,0cWKAJFnBVA
"박서준 최우식 김태형이 절친이라는게 
셋다 성격도 차분한게 보는 내내 안정적인게
결이 비슷해비는게 보기 졸네 그려",Vanessa Kartinez,2023-02-20T18:49:45Z,2023-02-20T18:49:45Z,7,0cWKAJFnBVA
How is this not subtitled yet😔🥺😭,chidimma cynthia,2023-02-20T18:49:11Z,2023-02-20T18:49:11Z,0,0cWKAJFnBVA
gonna watch again with the subs in it gonna watch waiting for the next episode and yes i will watch this everyday i miss taehyung so much love y'all tho,taescum,2023-02-20T18:48:58Z,2023-02-20T18:49:25Z,2,0cWKAJFnBVA
اريد ترجمه عربي,kim taehyung,2023-02-20T18:48:54Z,2023-02-20T18:48:54Z,0,0cWKAJFnBVA
Translation please,Ms.Kaibaoh,2023-02-20T18:48:16Z,2023-02-20T18:48:16Z,1,0cWKAJFnBVA
너무 재밌네 빵빵터졌네🤣🤣🤣태형이 많이웃으니까 너무행복하다 이팀  너무좋아요 다른거 또해주세요,goldsong,2023-02-20T18:47:09Z,2023-02-20T18:47:09Z,30,0cWKAJFnBVA
No entendemos el idioma pero se vio muy entretenido y Kim Taehyung ❤️❤️,Jessy R,2023-02-20T18:46:18Z,2023-02-20T18:46:18Z,0,0cWKAJFnBVA
Gwiyeoun hanhyejin salangheayooo,army cats,2023-02-20T18:46:17Z,2023-02-20T18:46:17Z,1,0cWKAJFnBVA
"최 우식씨 아주 스마트 하시네요
연기도 잘하고 스윗하고  이 조합 좋아요
이 서진 정유미 박 서준 최 우식 그리고 김 태형~
최고~!!",jeannie,2023-02-20T18:46:03Z,2023-02-20T18:46:03Z,24,0cWKAJFnBVA
"Please add English subtitles🙏🙏🙏🙏🙏
You will have more views😉",Dasha Grom,2023-02-20T18:45:53Z,2023-02-20T18:47:02Z,0,0cWKAJFnBVA
I hope you will add English Sub for International Kim Taehyung fans,Reem Thv,2023-02-20T18:45:48Z,2023-02-20T18:45:48Z,0,0cWKAJFnBVA
seriously? No subtitles? Not even English? Are you planning on losing viewers or what? 😒,وعد,2023-02-20T18:45:42Z,2023-02-20T18:45:42Z,0,0cWKAJFnBVA
English subtitles please for the international ARMY.,Stella May,2023-02-20T18:45:03Z,2023-02-20T18:45:03Z,0,0cWKAJFnBVA
English subs plssss 😩😩😩,myicygrace Ong,2023-02-20T18:44:12Z,2023-02-20T18:44:12Z,0,0cWKAJFnBVA
V😍😍😍💜💜💜💜💜,Rita Casspar,2023-02-20T18:43:52Z,2023-02-20T18:43:52Z,0,0cWKAJFnBVA
subtittle indonesia please🙏🏻🙏🏻,Bintang Tegar,2023-02-20T18:43:23Z,2023-02-20T18:43:23Z,0,0cWKAJFnBVA
"나피디님 이렇게 좋아하는 사람들만 모아놓으면 안볼수가 없자나여~~!!🤣🤣 
암것도 안해도 보기만 해도 재밋는 사람들만 모아놓고 증말 나피디님 일 많이 해주세요 plz...🙏",llliliillil,2023-02-20T18:43:14Z,2023-02-20T18:43:45Z,5,0cWKAJFnBVA
Why it's not available with eng sub??,Dress Desire,2023-02-20T18:42:41Z,2023-02-20T18:42:41Z,0,0cWKAJFnBVA
태태가 피땀눈물이라고 했으면 정답 인정 했을까?ㅋㅋ,ME J,2023-02-20T18:42:34Z,2023-02-20T18:42:34Z,1,0cWKAJFnBVA
Please put English subtitles atleast 🥺,saumya sinha,2023-02-20T18:42:20Z,2023-02-20T18:42:20Z,1,0cWKAJFnBVA
No engsub I'm sad...,BlueLight,2023-02-20T18:42:12Z,2023-02-20T18:42:12Z,0,0cWKAJFnBVA
아이고 태형아 뭐했길래 서진 사장님이 요주의 인물로 뽑은거니ㅠㅠㅋㅋㅋㅋㅋ 그래도 예능 신입이라 아무것도 잘 몰랐을텐데 우리 태형이 잘 대해주셔서 정말 감사합니다 서진이네 식구들💜,오즈,2023-02-20T18:41:33Z,2023-02-20T18:41:33Z,119,0cWKAJFnBVA
Can we have English subtitles as well for these episodes,Renuka Birader,2023-02-20T18:41:32Z,2023-02-20T18:41:39Z,0,0cWKAJFnBVA
Subtitle??,Navila Akhter,2023-02-20T18:41:21Z,2023-02-20T18:41:21Z,0,0cWKAJFnBVA
Where are the English comments ?😂,Merveille M,2023-02-20T18:41:19Z,2023-02-20T18:41:19Z,0,0cWKAJFnBVA
"Funny, loved the show!  TAEHYUNG fight!!!",Natalie Allen,2023-02-20T18:41:15Z,2023-02-20T18:41:15Z,0,0cWKAJFnBVA
"Прекрасная атмосфера!!!
Такие красивые участники)))

Спасибо, что пригласили на шоу Ким Тэхёна.
😇💜💖💗💓💞💕💝❣💌💫",Ольга Денисова,2023-02-20T18:41:09Z,2023-02-20T18:41:28Z,47,0cWKAJFnBVA
I  know you didn't understand anything without subtitles 😁,Wtgfs,2023-02-20T18:41:01Z,2023-02-20T18:41:01Z,0,0cWKAJFnBVA
"약간 늘어지나 싶고 집중력이 흐트러졌었는데 중간물 나와서 빵터졌어요 역시 개그케인 태형이 ㅋㅋㅋㅋ 
이 멤버 조합 너무 좋네요",herden,2023-02-20T18:40:46Z,2023-02-20T18:40:46Z,46,0cWKAJFnBVA
Whenever taehyubg appears in screen,Navila Akhter,2023-02-20T18:40:46Z,2023-02-20T18:40:46Z,0,0cWKAJFnBVA
I'm watching just to see their interaction... I wish I could laugh too but I don't speak Korean 😢 I wish it had English subtitles 💜,lucybralux,2023-02-20T18:40:44Z,2023-02-20T18:40:44Z,0,0cWKAJFnBVA
I understand like 3 words but I’ve been smiling and swooning for 25 minutes. I love you dearly Kim Taehyung.,Flower Power,2023-02-20T18:40:43Z,2023-02-20T18:40:43Z,0,0cWKAJFnBVA
"아니~ 나피디님! 
중간물 있어요!국어사전 보셔욧!
울 태태 정답이라규~~~~~~~ㅋ",ME J,2023-02-20T18:40:32Z,2023-02-20T18:40:32Z,3,0cWKAJFnBVA
일타스캔들 팀 불러주세요ㅜㅠ 정경호 십오야 나오는 거 다시 보고싶어요,쓸데있는눈웃음,2023-02-20T18:39:58Z,2023-02-20T18:39:58Z,0,0cWKAJFnBVA
My back for you baeTae,Artist P,2023-02-20T18:39:48Z,2023-02-20T18:39:48Z,0,0cWKAJFnBVA
Taetae,Artist P,2023-02-20T18:39:34Z,2023-02-20T18:39:34Z,0,0cWKAJFnBVA
add english subtitles please-,simplynikki,2023-02-20T18:39:30Z,2023-02-20T18:39:30Z,1,0cWKAJFnBVA
Please upload the subtitles!!!! Thank you 😌,Heavenly Mars,2023-02-20T18:39:29Z,2023-02-20T18:39:29Z,1,0cWKAJFnBVA
김태형 개웃겨,복숭아,2023-02-20T18:39:28Z,2023-02-20T18:39:28Z,2,0cWKAJFnBVA
ㄱㅇㅇ,Name PARK,2023-02-20T18:39:17Z,2023-02-20T18:39:17Z,1,0cWKAJFnBVA
English subtitles plssss,D G,2023-02-20T18:38:58Z,2023-02-20T18:38:58Z,0,0cWKAJFnBVA
English subtitles plssss,D G,2023-02-20T18:38:49Z,2023-02-20T18:38:49Z,0,0cWKAJFnBVA
💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,Ikm23,2023-02-20T18:38:15Z,2023-02-20T18:38:15Z,0,0cWKAJFnBVA
김태형 사랑해,유기현,2023-02-20T18:38:13Z,2023-02-20T18:38:13Z,2,0cWKAJFnBVA
Where is subs??💜💜,l* • *l,2023-02-20T18:37:27Z,2023-02-20T18:37:27Z,0,0cWKAJFnBVA
"kim v taehayung,💜🥰 good luck",nabily jan,2023-02-20T18:36:54Z,2023-02-20T18:36:54Z,0,0cWKAJFnBVA
taehyungiiiiie 💣💜💜💜💜💜💜💜💜 saranghaeooooo,Hiba El idrissi,2023-02-20T18:36:33Z,2023-02-20T18:36:33Z,0,0cWKAJFnBVA
Taehyung omggg ❤❤❤❤❤❤,Fleur De lotus,2023-02-20T18:36:29Z,2023-02-20T18:36:29Z,0,0cWKAJFnBVA
Es una alegría ver a nuestro tae tan alegre gracias a su personalidad y carisma el es bien recibido donde sea. Esperamos los subtítulos.,Wendy Galvez,2023-02-20T18:36:20Z,2023-02-20T18:36:20Z,30,0cWKAJFnBVA
Plz English subtitles,Vijayalaxmi Pawar,2023-02-20T18:36:17Z,2023-02-20T18:36:17Z,0,0cWKAJFnBVA
"My heart is so full watching my Taehyung happy. I love you so much you beautiful human. Keep bringing happiness and love wherever you go. Thank you Seojin, Yummie, Wooshik and Seo Jin for taking care of our Taehyunie. We adore him too.",Anna Kim,2023-02-20T18:36:02Z,2023-02-20T18:36:02Z,2,0cWKAJFnBVA
Pongan subtitulos por favor,abi07 bts,2023-02-20T18:35:10Z,2023-02-20T18:35:10Z,1,0cWKAJFnBVA
These is a nice concept for V cuz this way V will learn some ideas what’s going on in the kitchen and also he will learn how to cook❤,Adel Delos Santos,2023-02-20T18:35:02Z,2023-02-20T18:35:02Z,1,0cWKAJFnBVA
"Спокойная,добрая обстановка.Такие все красивые,позитивные.Тэшечка ,наш любимчик красивый!!!Удачи вам всем!!!💗💗💗",Надежда Кунаева,2023-02-20T18:33:56Z,2023-02-20T18:33:56Z,12,0cWKAJFnBVA
Taehyung is so handsome! 💜,Missy51,2023-02-20T18:33:39Z,2023-02-20T18:33:39Z,0,0cWKAJFnBVA
Please upload eng subs soon. two of my absolute favs are on. Thank you!,susie sooz,2023-02-20T18:33:18Z,2023-02-20T18:33:18Z,1,0cWKAJFnBVA
"Hermosos 🥰😍
Cuando dice Tae tequila,pavo,mango 💜💜💜💜",JennyGarcía,2023-02-20T18:33:09Z,2023-02-20T18:33:09Z,62,0cWKAJFnBVA
"Old man boring af. He thinks he's handsome, shite..grumpy as hell seojinshit",Mk 1 C,2023-02-20T18:33:03Z,2023-02-20T18:33:54Z,1,0cWKAJFnBVA
"*Couldn't believe If you told me One day I'm going to love a show and even laugh so much with it, even when I don't get what they're talking about :D It's Kim Taehyung effect ig~*",Zahra.S,2023-02-20T18:32:27Z,2023-02-20T18:32:52Z,1,0cWKAJFnBVA
Subtítulos en español por favor,Lilia P,2023-02-20T18:31:57Z,2023-02-20T18:31:57Z,0,0cWKAJFnBVA
English subtitles would be nice 🤗🇺🇸,Adel Delos Santos,2023-02-20T18:31:54Z,2023-02-20T18:31:54Z,0,0cWKAJFnBVA
서진이네 본방사수 해야겠어요~^^재미 있을거 같아요~ㅎ,심퉁이,2023-02-20T18:31:34Z,2023-02-20T18:31:34Z,3,0cWKAJFnBVA
"We're like going back to some of the days when Bangtantv videos did not offer any translation but we still enjoyed watching it -- it's because of the power of Taehyung, our cutie bear. We wish this program will be an ever success!",Jin's World,2023-02-20T18:31:24Z,2023-02-20T18:31:24Z,3,0cWKAJFnBVA
When can I come back for Eng subtitles?,Bridget Baidoo,2023-02-20T18:31:14Z,2023-02-20T18:31:14Z,0,0cWKAJFnBVA
When are the English subtitles going to be available? 🥲,tasneem,2023-02-20T18:31:06Z,2023-02-20T18:31:06Z,0,0cWKAJFnBVA
Tae ur smile like a beautiful music hearing sound and keep smiling always 💜💜💜💖💝💗💙,Shaik khajabi,2023-02-20T18:30:57Z,2023-02-20T18:30:57Z,2,0cWKAJFnBVA
When will English subtitles come? 😭,Shiff V,2023-02-20T18:30:55Z,2023-02-20T18:30:55Z,0,0cWKAJFnBVA
ahhhhh  we need English subtitles ASAP :(,Tasneem A.Narmug,2023-02-20T18:30:22Z,2023-02-20T18:30:22Z,0,0cWKAJFnBVA
곰돌 미쳐ㅠㅠㅠㅠㅠ 귀여우ㅜㅠㅠㅠㅠㅠ,보라잎을품은망개,2023-02-20T18:30:13Z,2023-02-20T18:30:13Z,2,0cWKAJFnBVA
English subtitles please 🥺🥺🥺,Ona Nikh,2023-02-20T18:29:51Z,2023-02-20T18:29:51Z,0,0cWKAJFnBVA
"22:36
23:46",Creative_Nature,2023-02-20T18:29:47Z,2023-02-20T18:31:54Z,0,0cWKAJFnBVA
"I am here Just for Tae, he is the Best 💜",Laura Chacon,2023-02-20T18:29:34Z,2023-02-20T18:29:34Z,1,0cWKAJFnBVA
Coloca em português pra gente a legenda o Brasil ama o v,Sandra Bispo,2023-02-20T18:29:28Z,2023-02-20T18:29:28Z,0,0cWKAJFnBVA
تايهيونغ ❤️😊,ISRA 사 랑 왜 요💜,2023-02-20T18:28:36Z,2023-02-20T18:28:36Z,1,0cWKAJFnBVA
Please give us subtitles,Sofia Silvanito,2023-02-20T18:28:25Z,2023-02-20T18:28:25Z,0,0cWKAJFnBVA
스페인어 자막이 없는 것처럼,Soyla Coroy,2023-02-20T18:28:17Z,2023-02-20T18:28:17Z,0,0cWKAJFnBVA
SUUUUUUBBBBBTITLEEEEEESS,yudith ccahuantico,2023-02-20T18:28:13Z,2023-02-20T18:28:13Z,0,0cWKAJFnBVA
How gently Taehyungie touched the girl .. I'm not jealous,Creative_Nature,2023-02-20T18:28:06Z,2023-02-20T18:28:06Z,0,0cWKAJFnBVA
Waiting for sub💜 cute taetae,Della Persche,2023-02-20T18:27:48Z,2023-02-20T18:27:48Z,0,0cWKAJFnBVA
Seeing Taehyung being comfortable and happy makes my heart happy. Thank you for taking good care of him Seojin cast. Please relieve him from washing dishes. We will do it for him.,Sofia Silvanito,2023-02-20T18:27:30Z,2023-02-20T18:27:30Z,3,0cWKAJFnBVA
즐거운,lalala,2023-02-20T18:26:59Z,2023-02-20T18:26:59Z,0,0cWKAJFnBVA
Nooooo no ENG subs T_T,Elaine A. M.,2023-02-20T18:26:58Z,2023-02-20T18:26:58Z,0,0cWKAJFnBVA
보라해,Name PARK,2023-02-20T18:26:09Z,2023-02-20T18:26:09Z,0,0cWKAJFnBVA
ㅠㅠㅠ 태형아,Name PARK,2023-02-20T18:26:04Z,2023-02-20T18:26:04Z,0,0cWKAJFnBVA
Why English subtitle isn't provided?,Raj Sk,2023-02-20T18:25:29Z,2023-02-20T18:25:29Z,1,0cWKAJFnBVA
사 랑 해TAE Hyung❤️❤️🥰🥰😊,ISRA 사 랑 왜 요💜,2023-02-20T18:25:29Z,2023-02-20T18:25:29Z,1,0cWKAJFnBVA
💜💜💜🐻🇲🇽🐯🧸🐻🇲🇽🐯🧸💜💚♥️🔥🔥,Lizbeth Lopez,2023-02-20T18:25:03Z,2023-02-20T18:25:03Z,0,0cWKAJFnBVA
CHOİ WOOSHİK İS MY ENDLESS LOVE,SUYA,2023-02-20T18:24:47Z,2023-02-20T18:24:47Z,1,0cWKAJFnBVA
PARK SEOJOON I love. I will love.,SUYA,2023-02-20T18:24:22Z,2023-02-20T18:24:22Z,2,0cWKAJFnBVA
배경음악이 다 방탄노래라 겁나 좋다.,BeautifulDay,2023-02-20T18:23:45Z,2023-02-20T18:23:45Z,0,0cWKAJFnBVA
"KİM TAEHYUNG İS MY FOREVER EVERYTHİNG Kim taehyung, a love you didn't know.",SUYA,2023-02-20T18:23:32Z,2023-02-20T18:23:32Z,1,0cWKAJFnBVA
Love you so much v♥️♥️♥️♥️♥️♥️♥️♥️we miss you ♥️♥️♥️♥️♥️♥️♥️💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,Arfa Khan,2023-02-20T18:23:07Z,2023-02-20T18:23:07Z,0,0cWKAJFnBVA
Will there be English subtitels available?,Maureen Billiet,2023-02-20T18:22:58Z,2023-02-20T18:22:58Z,0,0cWKAJFnBVA
그나저나 뷔가 나왔으면 영어자막 포함 여러 외국어 자막이 있어야 하지않나요? 조회수 천만은 쉽게 넘길텐데 말이죠.,CULT,2023-02-20T18:22:07Z,2023-02-20T18:22:07Z,0,0cWKAJFnBVA
"Y acá me tienen,viendo todo el capitulo sin entender,cosas de army",Ceci 88,2023-02-20T18:21:49Z,2023-02-20T18:21:49Z,0,0cWKAJFnBVA
How long do we have to wait for subtitles @channel_fullmoon,Zara,2023-02-20T18:20:57Z,2023-02-20T18:21:18Z,0,0cWKAJFnBVA
I don't understand anything but laughed so much😂😂 taetae forever ♾️❤️💎,Anjitha Biju,2023-02-20T18:20:56Z,2023-02-20T18:20:56Z,3,0cWKAJFnBVA
80% of the comment here are in different languages which should be an indication of the international Fandoms but you guys still refuse to put subtitles on a planned video.... we must wait 24hrs? Come on,Nwabisa N,2023-02-20T18:20:36Z,2023-02-20T18:20:36Z,0,0cWKAJFnBVA
So happy to see them together especially taehyung,Davine VX,2023-02-20T18:20:11Z,2023-02-20T18:20:11Z,0,0cWKAJFnBVA
English subtitles please 😭😭,sparkle jump rope queen,2023-02-20T18:20:04Z,2023-02-20T18:20:04Z,0,0cWKAJFnBVA
"25:18 중간물: 원료를 가지고 최종 생성물을 만드는 과정에서 합성되는 유기물.
😂😂😂",몰라요,2023-02-20T18:19:58Z,2023-02-20T18:21:13Z,2,0cWKAJFnBVA
Please add English subtitles 🙏,Anjitha Biju,2023-02-20T18:19:42Z,2023-02-20T18:19:42Z,1,0cWKAJFnBVA
Our baby taehyungaaaaa,ashley eun,2023-02-20T18:19:21Z,2023-02-20T18:19:21Z,0,0cWKAJFnBVA
"Ah mas ojun dan ayang taehyung , kyutttt nya para suamiku 💕💕🙏",Nuranti Syarifuddin,2023-02-20T18:18:36Z,2023-02-20T18:18:36Z,0,0cWKAJFnBVA
"아~태태가 멕시코에서 
라면같고 유미랑싸웠데^^
벌써보고싶다 곰탱이태태
가 어떻게 유미누나하고
어떻게싸웠을까?미치겠다
24일금요일 본방사수 💜💜💜💜💜💜💜💜💜",limoto77,2023-02-20T18:18:27Z,2023-02-20T18:18:27Z,4,0cWKAJFnBVA
Tae<3,Fei,2023-02-20T18:17:44Z,2023-02-20T18:17:44Z,1,0cWKAJFnBVA
English subtitle  pls😓,Memaching Marma,2023-02-20T18:17:20Z,2023-02-20T18:17:20Z,0,0cWKAJFnBVA
Y los subtítulos pongan por lo menos en inglés no entendí nada,alma rosa,2023-02-20T18:16:57Z,2023-02-20T18:16:57Z,0,0cWKAJFnBVA
"안녕하세요,태형씨 대박 ,사랑해❤️",Manal Daoud,2023-02-20T18:16:55Z,2023-02-20T18:16:55Z,1,0cWKAJFnBVA
드디어!!💜,ruthless rays,2023-02-20T18:16:33Z,2023-02-20T18:16:33Z,0,0cWKAJFnBVA
"나피디 신고각! ""중간물""있습니다!
나피디 빨리 사과문 올려라요!!!!
감히?감히!ㅋㅋㅋㅋㅋㅋ",ㅈㅣㅇㅑ,2023-02-20T18:16:16Z,2023-02-20T18:16:16Z,0,0cWKAJFnBVA
"Im now like jin said ""i dont know what he said, but let's just laugh"" 🤣🤣🤣 

*translate will update in a few days",auni sofyya,2023-02-20T18:16:05Z,2023-02-20T18:19:41Z,0,0cWKAJFnBVA
"불공평해, 스페인어와 영어 자막은 어디 있어?",StayMonbebeForever,2023-02-20T18:15:43Z,2023-02-20T18:15:43Z,0,0cWKAJFnBVA
중간물 뭐냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,beautiful today,2023-02-20T18:15:22Z,2023-02-20T18:15:22Z,1,0cWKAJFnBVA
dont know why they cant add sub before release.. even anime have sub in live premiere,PetMaster PH,2023-02-20T18:15:14Z,2023-02-20T18:15:14Z,0,0cWKAJFnBVA
Baby 🐻 our 🐅...looks so cute and please give attention to this program,be yourself,2023-02-20T18:15:14Z,2023-02-20T18:15:14Z,0,0cWKAJFnBVA
"Oh noo the pouty lips!!give him everything he wants right now😭😭😭his laugh i love him with all my heart😔i was born to love taehyung 🤍💜good luck my baby bear 🧸❤️🐻 Yes, hello! My name is Kim Taehyung and I come from Bangtan Sonyeondan ✌️Cutie Taehyungie 🐻My baby tiger is looking so handsome and cute🥺🐻They are so adorable!!!🥺❤️My baby tiger is looking so handsome and cute🥺😭Seojin said Yumi & Taehyung had a hard time in Mexico. They continued to eat ramen every night late at night together. Seojin said it was very interesting how someone could eat ramen every day. 🍜
[Kim Taehyung was so stressed to let out all the stress he ate ramen every night.]Taehyung to Wooshik:
Hyung, I'm a good son already just because I was born
(Taehyung is saying that he is a good son to his parents by birth, just him being born has made him want to be a good son)Taehyung you did so well. Thank you for the good time🥰So Cute So Warm So Lovely 
Taehyung On The Game Caterers
BTS Taehyung I Love You ❤️my only love😍😍My Everything 🫶💜I don't know what to say, I just wish my heart would stay strong😭❤️‍🔥Gorgeous 🔥
have mercy baby🥺I want you to stay and never go away..!🖤Love you so much ❤️ V marry me💍💍👰‍♀️👰❤️I Purple You 💜💜💜💜💜💜💜💜love from Bangladesh 🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩",ROSE,2023-02-20T18:15:13Z,2023-02-20T18:15:13Z,1,0cWKAJFnBVA
"김태형 너무 멋져!!!
옷은 믿을 수 없었다. 태형이의 모든 스타일은 우아하고 단순하며 편안하면서도 동시에 매우 유행했습니다. 많은 스타일로!",sebastian benson,2023-02-20T18:14:37Z,2023-02-20T18:14:37Z,16,0cWKAJFnBVA
I want English subtitles 😭😭,Purple_Army 💜,2023-02-20T18:14:22Z,2023-02-20T18:14:22Z,1,0cWKAJFnBVA
🟣🟣💜💜💜💜 Tae,KAREN JANINA SANGAMA SINARAHUA,2023-02-20T18:14:12Z,2023-02-20T18:14:12Z,0,0cWKAJFnBVA
YOONGI MARRY ME,ashley eun,2023-02-20T18:13:58Z,2023-02-20T18:13:58Z,0,0cWKAJFnBVA
겁나 틀리네 태형이 ㅋ,김세훈,2023-02-20T18:13:57Z,2023-02-20T18:13:57Z,0,0cWKAJFnBVA
So... no English subs yet? 🥲 I'll be waiting for it,Meu Armário Não é Nárnia,2023-02-20T18:13:55Z,2023-02-20T18:13:55Z,0,0cWKAJFnBVA
Taeeehyungaaaaaaa💜💜💜💜💜💜,ashley eun,2023-02-20T18:13:46Z,2023-02-20T18:13:46Z,1,0cWKAJFnBVA
💜💜💜💜💜,ashley eun,2023-02-20T18:13:34Z,2023-02-20T18:13:34Z,0,0cWKAJFnBVA
Unfortunately there is no translation,janat...💜,2023-02-20T18:13:11Z,2023-02-20T18:13:11Z,0,0cWKAJFnBVA
방탄 뷔... 그냥 가게 인기폭발일듯ㅋㅋ,고독한질식가,2023-02-20T18:12:49Z,2023-02-20T18:12:49Z,0,0cWKAJFnBVA
Taehyung 🥰 your smile makes me happy,Zak iya,2023-02-20T18:12:36Z,2023-02-20T18:12:36Z,0,0cWKAJFnBVA
"근데 웃긴건 '중간물'이 사전에 있는 말이라는거ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아무도 알지 못했다ㅋㅋㅋㅋㅋㅋ",졔,2023-02-20T18:11:41Z,2023-02-20T18:11:41Z,6,0cWKAJFnBVA
Will it provide eng sub later?,Baby Bear,2023-02-20T18:11:37Z,2023-02-20T18:11:37Z,0,0cWKAJFnBVA
We shall laugh until we get subtittles🥹😍💜,Sarah Tanna,2023-02-20T18:10:55Z,2023-02-20T18:10:55Z,0,0cWKAJFnBVA
te amo taehyung me encanta verte feliz,mildred 미풍,2023-02-20T18:09:49Z,2023-02-20T18:09:49Z,1,0cWKAJFnBVA
We are here to support Taehyung,كيم سوكجينا,2023-02-20T18:08:58Z,2023-02-20T18:08:58Z,0,0cWKAJFnBVA
